CUSTOMER_NO;customer_name;CUSTOMER_SITE_NO;customer_site_name;site_address;CUSTOMER_WORKSITE_NO;CONTRACT_NO;CONTRACT;SERVICE_LINE_FIN;SERVICE_LINE_ENG;WO_NO;WO_PARENT_ID;WORK_ORDER_TYPE;WORK_ORDER_TYPE_ENG;ASSIGNMENT_TYPE;ASSIGNMENT_TYPE_ENG;PRIORITY_ID;WORK_DESCRIPTION;WORK_ORDER_DESCRIPTION;WORK_ORDER_PERFORMED_ACTION;WORK_TYPE_DESCRIPTION_FIN;WORK_TYPE_DESCRIPTION_ENG;PM_NO;PM_ACTION_DESCR;WORK_STARTED_DATETIME;WORK_FINISHED_DATETIME;WORK_FINISHED_DAYS;SLA_REQUIRED_START_DATETIME;SLA_REQUIRED_END_DATETIME;IS_SLA_VIOLATION;WORKTIME_HOURS;WORK_INVOICABLE;IS_SUBCONTRACTOR_WORK
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42628530;42628530;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;8.11.2019 4:18;8.11.2019 12:05;0.32.00;13.11.2019 3:32;13.11.2019 3:32;1;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;104440;KIPA;Kiinteistöpalvelut;Facility services;42593275;42593275;Tilaustyö;On-demand work;DS-osoitus;Dynamically scheduled;4;Toimiston suursiivousta varten tarvitsemme kierrätysastioitaVoitteko toimittaa tehtaan D toimistoon kierrätysastioita, tietoturvapaperille kaksi isoa astiaa, rullakko it-romulle ja sekajätteelle yksi iso astia. Nämä voi toimittaa tänne viikolla 46. Kiitos;Toimiston suursiivousta varten tarvitsemme kierrätysastioita;Siivous hoitaa astiat paikalle.;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;8.11.2019 7:07;8.11.2019 7:07;0.00.00;13.11.2019 15:28;;0;0.00;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42627614;42627614;Tilaustyö;On-demand work;;;;;Tukipalvelu;;Toimitilapalvelut;Workplace and premises services;;;8.11.2019 8:00;8.11.2019 16:00;0.33.00;13.11.2019 3:28;13.11.2019 3:28;1;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;104440;KIPA;Kiinteistöpalvelut;Facility services;42600772;42600772;Tilaustyö;On-demand work;DS-osoitus;Dynamically scheduled;4;Tehtaalla C-toimistossa ja sen lähettyvillä haisee viemärit.;Viemärit haisee;Viemärin haju johtuu ilmastointikoneen häiriöstä jota korjataan;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;8.11.2019 12:50;8.11.2019 12:50;0.00.00;14.11.2019 15:30;;0;0.00;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42624599;42624599;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;7.11.2019 5:45;7.11.2019 13:45;0.33.00;13.11.2019 3:18;13.11.2019 3:18;0;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42628037;42628037;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;7.11.2019 5:37;7.11.2019 13:37;0.33.00;13.11.2019 3:30;13.11.2019 3:30;1;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42630307;42630307;Tilaustyö;On-demand work;;;;;Siirtymä;;Siivouspalvelut;Cleaning services;;;7.11.2019 12:22;7.11.2019 12:53;0.02.00;13.11.2019 3:38;13.11.2019 3:38;0;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42630543;42630543;Tilaustyö;On-demand work;;;;New work order;Mobiilista luotu;;Siivouspalvelut;Cleaning services;;;7.11.2019 12:53;7.11.2019 15:55;0.13.00;13.11.2019 3:38;13.11.2019 3:38;0;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;104440;KIPA;Kiinteistöpalvelut;Facility services;42585860;42585860;Tilaustyö;On-demand work;DS-osoitus;Dynamically scheduled;4;Kaksi loisteputkea pimeänä tehtaan D-toimistossa. Ikkunoilta katsoen toinen lamppujono.;Kaksi loisteputkea pimeänä tehtaan D-toimistossa. Ikkunoilta;Lamput vaihdettu;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;7.11.2019 6:45;7.11.2019 7:14;0.02.00;12.11.2019 15:16;;0;0.48;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10091150;104440;KIPA;Kiinteistöpalvelut;Facility services;42583942;42583942;Tilaustyö;On-demand work;DS-osoitus;Dynamically scheduled;4;Korjaamohallin valaistuksesta osa pimeänä/ei pala. // ;Korjaamohallin valaistuksesta osa pimeänä/ei pala.;[NAME] talotekniikka selvittämään ja korjaamaan;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;7.11.2019 7:14;7.11.2019 7:30;0.01.00;12.11.2019 7:18;;0;0.27;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42627526;42627526;Tilaustyö;On-demand work;;;;;Tukipalvelu;;Toimitilapalvelut;Workplace and premises services;;;7.11.2019 8:00;7.11.2019 16:00;0.33.00;13.11.2019 3:28;13.11.2019 3:28;1;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42625921;42625921;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;7.11.2019 10:12;7.11.2019 14:00;0.16.00;13.11.2019 3:23;13.11.2019 3:23;1;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;104440;KIPA;Kiinteistöpalvelut;Facility services;42598884;42598884;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;6;Linjavika 07.11.19 06:13:37 H{lytys KOy [NAME] H71.T302-TSA01 tulokone 302 j{{tymissuoja // ;Linja;Laitettu käsikäyttö talviasentoon;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;7.11.2019 7:30;7.11.2019 10:22;0.12.00;14.11.2019 6:19;;0;2.87;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42630172;42630172;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;7.11.2019 6:00;7.11.2019 13:30;0.31.00;13.11.2019 3:37;13.11.2019 3:37;0;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42628489;42628489;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;7.11.2019 4:53;7.11.2019 12:04;0.30.00;13.11.2019 3:31;13.11.2019 3:31;1;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42625952;42625952;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;7.11.2019 6:00;7.11.2019 9:42;0.15.00;13.11.2019 3:23;13.11.2019 3:23;0;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42604274;42604274;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;6.11.2019 5:45;6.11.2019 13:45;0.33.00;9.11.2019 3:21;9.11.2019 3:21;0;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42605628;42605628;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;6.11.2019 8:08;6.11.2019 13:36;0.23.00;9.11.2019 3:27;9.11.2019 3:27;0;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;104440;KIPA;Kiinteistöpalvelut;Facility services;42562094;42562094;Tilaustyö;On-demand work;DS-osoitus;Dynamically scheduled;4;;Manalan emulsiotyhjennyt putki;Putki pesu tulossa;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;6.11.2019 8:28;6.11.2019 15:07;0.28.00;8.11.2019 14:38;;0;6.63;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42607889;42607889;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;6.11.2019 6:00;6.11.2019 13:30;0.31.00;9.11.2019 3:35;9.11.2019 3:35;0;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42605827;42605827;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;6.11.2019 4:25;6.11.2019 13:59;0.40.00;9.11.2019 3:27;9.11.2019 3:27;1;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42605697;42605697;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;6.11.2019 14:06;6.11.2019 16:08;0.08.00;9.11.2019 3:27;9.11.2019 3:27;0;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42604700;42604700;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;6.11.2019 5:48;6.11.2019 10:12;0.18.00;9.11.2019 3:23;9.11.2019 3:23;1;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;104440;KIPA;Kiinteistöpalvelut;Facility services;42579633;42579633;Tilaustyö;On-demand work;DS-osoitus;Dynamically scheduled;4;lamppu sammunut Honkatalon 4. kerroksen maisemassa (hissien näyttötaulun takana oleva maisema).;lamppu sammunut Honkatalon 4. kerroksen maisemassa (hissien;Lamput vaihdettu;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;6.11.2019 6:56;6.11.2019 7:06;0.01.00;11.11.2019 15:30;;0;0.15;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;104440;KIPA;Kiinteistöpalvelut;Facility services;42585806;42585806;Tilaustyö;On-demand work;DS-osoitus;Dynamically scheduled;4;Ovi ja ikkunat vuotavat - kylmää ilmaa vetää rajusti [NAME];Ovi ja ikkunat vuotavat - kylmää ilmaa vetää rajusti [NAME];Ilmoitettu asiasta isännöitsijälle ja asiaa tullaan huomenna katsomaan. Siitä riippuen tilataan korjaus.;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;6.11.2019 7:47;7.11.2019 11:46;1.17.00;12.11.2019 14:58;;0;0.70;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42604651;42604651;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;6.11.2019 10:42;6.11.2019 15:07;0.18.00;9.11.2019 3:23;9.11.2019 3:23;0;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;104440;KIPA;Kiinteistöpalvelut;Facility services;42593313;42593313;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;6;6.11.19 15:29:38 H{lytys KOy [NAME] H71.T302-TSA01 tulokone 302 j{{tymissuoja /Linjavika;Hälytys;laskutettu tt 42695433 /Honkatalo / 6.11.19 15:29:38 H{lytys KOy [NAME] H71.T302-TSA01 tulokone 302 j{{tymissuoja /Linjavika // - Jäätäri kuitattu. Seurattu koneen toimintaa.Tulolämpö ei saavuta asetusarvoa. Aikaohjelma pysäyttänyt koneen. Jatkotoimenpiteet seuraavana päivänä.;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;6.11.2019 16:01;6.11.2019 17:33;0.06.00;13.11.2019 15:57;;0;1.58;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42733831;42733831;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;5.11.2019 6:00;5.11.2019 15:00;0.38.00;29.11.2019 11:46;29.11.2019 11:46;1;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;104440;KIPA;Kiinteistöpalvelut;Facility services;42553939;42553939;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;4;Honkanummentien takaparkkipaikan ihmisportti, oli jumissa 30.10 aamulla;Honkanummentien takaparkkipaikan ihmisportti, oli jumissa;Ovea korjattu ja tilattu Certego korjaamaan oven mekanismit.;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;5.11.2019 6:55;5.11.2019 7:24;0.02.00;7.11.2019 14:21;;0;0.50;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42731725;42731725;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;5.11.2019 6:49;5.11.2019 14:18;0.31.00;29.11.2019 11:39;29.11.2019 11:39;0;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;104440;KIPA;Kiinteistöpalvelut;Facility services;42562255;42562255;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;4;B-pukuhuoneeen toisen kuivaajan ajastin rikki. Kuivaaja ei pysähdy asetetun ajan jälkeen. Kuivaaja on kuulemma huutanut siellä monesti koko viikonlopun jos joku on laittanut perjantaina kaappiin jotain kuivumaan. Kova ylimääräinen sähkönkulutus.;B-pukuhuoneeen toisen kuivaajan ajastin rikki. Kuivaaja ei p;Kuivaaja otettu pois käytöstä ja tarpeen tullen myöhemmässä vaiheessa katsotaan korjausta tai uuden hankintaa.;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;5.11.2019 7:25;5.11.2019 8:59;0.07.00;8.11.2019 15:42;;0;1.57;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42727452;42727452;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;5.11.2019 6:00;5.11.2019 13:30;0.31.00;29.11.2019 11:25;29.11.2019 11:25;1;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;104440;KIPA;Kiinteistöpalvelut;Facility services;42553990;42553990;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;4;Valmet 7.krs neuvotteluhuoneen kohdalla käytävällä ja ainakin naisten wc:ssä haisee viemärille. Voiko todella johtua Cervin ilmastointihuollosta?;Viemärin haju;Kutos kerroksesta noussut ylös hajut mutta kuudes kerros nytten korjattu ja seurataan tilannetta;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;5.11.2019 9:17;5.11.2019 10:54;0.07.00;7.11.2019 14:26;;0;1.62;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42733517;42733517;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;5.11.2019 8:06;5.11.2019 15:36;0.31.00;29.11.2019 11:45;29.11.2019 11:45;1;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42743112;42743112;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;5.11.2019 4:00;5.11.2019 13:30;0.40.00;29.11.2019 12:19;29.11.2019 12:19;1;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42727638;42727638;Tilaustyö;On-demand work;;;;;Kikytyö (siivous);;Siivouspalvelut;Cleaning services;;;5.11.2019 14:00;5.11.2019 14:30;0.02.00;29.11.2019 11:26;29.11.2019 11:26;0;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;104440;KIPA;Kiinteistöpalvelut;Facility services;42562037;42562037;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;4;[NAME] 2 krs kynnys merkittävä huomioteipein tms.;[NAME] 2 krs kynnys merkittävä huomioteipein t;Laitettu huomio teippiä;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;5.11.2019 10:54;6.11.2019 7:45;;8.11.2019 14:28;;0;5.00;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42589934;42589934;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;4.11.2019 10:01;4.11.2019 13:46;0.16.00;6.11.2019 3:32;6.11.2019 3:32;1;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42590341;42590341;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;4.11.2019 6:00;4.11.2019 14:00;0.33.00;6.11.2019 3:34;6.11.2019 3:34;1;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42589538;42589538;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;4.11.2019 6:00;4.11.2019 13:30;0.31.00;6.11.2019 3:31;6.11.2019 3:31;1;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;104440;KIPA;Kiinteistöpalvelut;Facility services;42577432;42577432;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;6;Linjavika 04.11.19 06:09:58 H{lytys KOy [NAME] H11.P305-TSA01 tulokone 305 j{{tymissuoja // ;Linja;Jäätärit kuitattu ;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;4.11.2019 9:43;4.11.2019 9:43;0.00.00;11.11.2019 6:15;;0;0.00;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;104440;KIPA;Kiinteistöpalvelut;Facility services;42576772;42576772;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;3;Linjavika 04.11.19 01:18:02 H{lytys KOy [NAME] H.P302-TSA01 tulokone 302 j{{tymissuoja //   Soitettu päivystäjälle > päivämiehelle;Linja;Jäätärit kuitattu;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;4.11.2019 9:43;4.11.2019 9:43;0.00.00;4.11.2019 2:36;;1;0.00;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;108483;KIPA;Kiinteistöpalvelut;Facility services;42533252;42533252;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;;Tilaaja: [NAME];4.11. D-nosto-oven sulanapito;Kohde: D-nosto ovi Tilattu työ: D-nosto-oven sulanapito Tilaaja: [NAME], nyt oikein  - Roskien pois kuljetus  - Lämmitysryhmien kaapelit suojattu uudelleen   Työ valmis. 29.11.2019 ;Korjaus ja kunnossapito sähkö;Repairs and maintenance electrical;;;4.11.2019 7:13;18.11.2019 15:24;14.34.00;5.11.2019 9:27;;0;34.07;TOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;104440;KIPA;Kiinteistöpalvelut;Facility services;42576771;42576771;Tilaustyö;On-demand work;;;6;Linjavika 04.11.19 01:18:02 H{lytys KOy [NAME] H.P302-TSA01 tulokone 302 j{{tymissuoja // ;Linja;Hälytys tuli kaksi kertaa ivasta kiitoon, tämä hälytys poistettiin;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;4.11.2019 2:34;4.11.2019 2:34;0.00.00;11.11.2019 5:00;;0;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42589958;42589958;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;4.11.2019 5:47;4.11.2019 9:31;0.16.00;6.11.2019 3:32;6.11.2019 3:32;1;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;104440;KIPA;Kiinteistöpalvelut;Facility services;42554097;42554097;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;4;D2 toimiston kopiohuoneen tietoturvaroskiksen tyhjennys;Tietoturvaroskiksen tyhjennys;Siirretty siivous joka hoitaa;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;4.11.2019 14:16;4.11.2019 14:17;0.00.00;7.11.2019 14:46;;0;0.00;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42589743;42589743;Tilaustyö;On-demand work;;;;New work order;Mobiilista luotu;;Siivouspalvelut;Cleaning services;;;4.11.2019 12:29;4.11.2019 15:40;0.13.00;6.11.2019 3:31;6.11.2019 3:31;1;;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;10080373;104440;KIPA;Kiinteistöpalvelut;Facility services;42577561;42577561;Tilaustyö;On-demand work;Manuaalinen osoitus;Manually assigned;6;Linjavika 04.11.19 06:09:58 H{lytys KOy [NAME] H11.P305-TSA01 tulokone 305 j{{tymissuoja // ;Linja;Jäätärit kuitattu;Tekninen huolto ja käyttöhuolto;Technical maintenance and operational maintenance;;;4.11.2019 8:25;4.11.2019 9:41;0.05.00;11.11.2019 6:15;;0;1.27;EPÄTOSI;EPÄTOSI
100279959;Valmet Flow Control Oy;999154922;Venttiilitehdas;Vanha Porvoontie 229 01380 Vantaa FINLAND/Honkanummentie 11;S10110965;110550;KIPA;Kiinteistöpalvelut;Facility services;42586940;42586940;Tilaustyö;On-demand work;;;;;Siivous;;Siivouspalvelut;Cleaning services;;;4.11.2019 3:48;4.11.2019 12:45;0.37.00;6.11.2019 3:20;6.11.2019 3:20;0;;EPÄTOSI;EPÄTOSI
